10.0100000000,160.0100000000,270.010000000000000
9.1103418000,154.4759955610,270.486455200000000
8.1588506000,147.2420506300,270.791981800000000
7.2593982000,140.0033207300,271.097508300000000
6.3970887000,132.7598693300,271.403034900000000
5.5735771000,125.5119266500,271.708561400000000
3.4328520000,115.5293033200,276.861821000000000
1.9474172000,104.5212091400,283.558214200000000
1.7835488000,93.4217020900,290.254607500000000
2.9129071000,82.3780012700,296.951000700000000
5.3225162000,71.5414190700,303.647394000000000
8.9793085000,61.0597357800,310.343787300000000
13.8334056000,51.0759715000,317.040180500000000
19.8185769000,41.7263440000,323.736573800000000
26.8531606000,33.1384199000,330.432967000000000
34.8411769000,25.4293730000,337.129360300000000
43.6736371000,18.7043856000,343.825753500000000
53.2300310000,13.0552136000,350.522146800000000
63.3799710000,8.5589343000,357.218540000000000
73.9849711000,5.2768951000,3.914933286000000
84.9003365000,3.2538761000,10.611326540000000
95.9771379000,2.5174795000,17.307719790000000
107.0642431000,3.0777526000,24.004113050000000
118.0103796100,4.9270512000,30.700506300000000
128.6661980400,8.0401432000,37.396899550000000
138.8863102800,12.3745537000,44.093292810000000
148.5312729500,17.8711439000,50.789686060000000
157.4694900200,24.4549183000,57.486079310000000
165.5790083100,32.0360476000,64.182472570000000
172.7491814400,40.5110948000,70.878865820000000
178.8821794300,49.7644264000,77.575259080000000
183.8943235800,59.6697895000,84.271652330000000
187.7172280900,70.0920354400,90.968045580000000
190.2987332000,80.8889627800,97.664438840000000
191.6036168200,91.9132581100,104.360832100000000
191.6140750800,103.0145057500,111.057225300000000
190.0571417200,110.7930118900,112.904655400000000
188.1323348900,117.8238394400,113.210182000000000
186.2081929300,124.8606532100,113.515708600000000
182.0301799600,134.0008651300,109.124353000000000
178.0423005700,144.2586725400,103.014255300000000
175.1947775200,154.8886534320,96.904157710000000
173.4917464800,165.7609566780,90.794060080000000
172.9560053900,176.7527712000,84.683962450000000
173.5932245000,187.7391714700,78.573864820000000
175.3962137500,198.5953340000,72.463767180000000
178.3444824000,209.1979161100,66.353669550000000
182.4045341200,219.4264553800,60.243571920000000
187.5302401400,229.1647392700,54.133474290000000
193.6633642600,238.3021253300,48.023376660000000
200.7342243940,246.7347982500,41.913279020000000
208.6624842670,254.3669493800,35.803181390000000
217.3580661810,261.1118653000,29.693083760000000
226.7221744300,266.8929130000,23.582986130000000
236.6484177800,271.6444105000,17.472888500000000
247.0240182400,275.3123732000,11.362790860000000
257.7310924300,277.8551272000,5.252693232000000
268.6479908500,279.2437827000,359.142595600000000
279.6506801100,279.4625625000,353.032498000000000
290.6141520700,278.5089808000,346.922400300000000
301.4138441700,276.3938718000,340.812302700000000
311.9270546000,273.1412666000,334.702205100000000
322.0343366000,268.7881199000,328.592107400000000
331.6208553000,263.3838904000,322.482009800000000
340.5776924000,256.9899788900,316.371912200000000
348.8030840000,249.6790303300,310.261814500000000
356.2035764000,241.5341088100,304.151716900000000
362.6950884000,232.6477536500,298.041619300000000
368.2038659000,223.1209280400,291.931521600000000
372.6673204000,213.0618719500,285.821424000000000
376.0347399000,202.5848723200,279.711326400000000
378.2678652000,191.8089646100,273.601228800000000
378.6214851000,179.5047980500,269.914693100000000
378.0239663000,166.8200821810,266.999778300000000
376.7987975000,154.1812922720,264.084863500000000
374.9307536000,141.6213388000,261.169948600000000
372.4265981000,129.1726032300,258.255033800000000
