93,100,1
99,98,1
95,98,1
95,100,1
95,99,1
100,98,1
98,97,1
97,96,1
85,98,1
100,96,1
93,97,1
95,96,1
93,100,1
100,95,1
95,98,1
97,97,1
100,94,1
100,94,1
99,96,1
97,100,1
93,99,1
97,93,1
96,99,1
98,98,1
96,99,1
99,99,1
98,99,1
100,98,1
98,90,1
100,100,1
89,99,1
92,97,1
95,98,1
96,99,1
97,99,1
98,99,1
92,99,1
100,93,1
92,98,1
96,92,1
98,99,1
98,89,1
95,99,1
98,97,1
98,98,1
97,99,1
93,94,1
98,97,1
94,98,1
99,91,1
100,96,1
99,99,1
100,96,1
100,93,1
98,96,1
100,97,1
96,96,1
93,97,1
97,97,1
100,87,1
94,99,1
100,99,1
93,99,1
98,97,1
93,99,1
99,99,1
100,97,1
100,96,1
96,99,1
99,95,1
98,99,1
96,100,1
98,99,1
100,98,1
100,82,1
